Purchase ID,Supplier ID,Order Date,Total Cost,Status,Payment Terms,Delivery Time (days)
PO61194,SUP6898,2002-10-06,90731.41,Pending,Prepaid,19
PO81031,SUP7304,2006-12-13,33270.43,Received,Net 30,22
PO26840,SUP2122,2019-11-14,28661.37,Pending,Prepaid,7
PO91490,SUP2275,2002-01-22,84550.69,Received,Net 60,7
PO33815,SUP8191,2007-11-19,6726.47,Pending,Prepaid,22
PO27368,SUP4515,2020-11-10,4372.77,Received,Prepaid,9
PO53101,SUP6660,2017-09-18,7057.54,Cancelled,Prepaid,19
PO30334,SUP5822,2004-08-26,65314.61,Pending,Net 30,8
PO36021,SUP3650,2015-10-19,62689.7,Received,Prepaid,26
PO54303,SUP6508,2004-02-04,65914.29,Pending,Net 30,26
PO23047,SUP1888,2019-07-06,29185.13,Received,Net 30,20
PO31835,SUP6898,2021-05-23,27717.41,Cancelled,Net 60,24
PO15460,SUP4281,2004-03-18,19541.52,Pending,Prepaid,7
PO63751,SUP7646,2016-06-03,64568.82,Pending,Prepaid,26
PO99362,SUP2144,2017-11-06,60380.46,Received,Net 60,7
PO62136,SUP7109,2014-07-23,24129.22,Received,Net 60,22
PO67462,SUP8463,2005-04-23,2816.04,Cancelled,Net 30,14
PO21286,SUP2122,2006-06-23,86137.07,Pending,Prepaid,13
PO81492,SUP6508,2023-09-27,32389.85,Pending,Net 60,27
PO90469,SUP2122,2000-05-19,8310.66,Cancelled,Net 60,5
PO23536,SUP3492,2022-01-12,76811.07,Cancelled,Net 30,11
PO86678,SUP8721,2000-07-12,38075.83,Cancelled,Prepaid,22
PO10997,SUP7098,2023-08-15,7501.2,Pending,Prepaid,17
PO38994,SUP6660,2001-10-02,7560.35,Received,Net 60,5
PO31511,SUP4001,2011-04-20,69736.43,Pending,Prepaid,15
PO48536,SUP7450,2020-02-26,39707.29,Cancelled,Net 60,17
PO54607,SUP3110,2009-03-06,57483.6,Received,Net 60,27
PO19636,SUP2789,2024-01-17,44446.59,Cancelled,Net 60,27
PO18968,SUP8497,2001-08-28,67605.26,Cancelled,Prepaid,7
PO79987,SUP5370,2016-04-24,51768.21,Cancelled,Net 30,28
PO83125,SUP6523,2002-06-04,29732.04,Cancelled,Prepaid,11
PO42446,SUP3650,2016-10-23,17697.85,Received,Net 30,14
PO69035,SUP2122,2007-11-05,99049.8,Pending,Net 60,19
PO73856,SUP6508,2010-09-07,41764.48,Pending,Net 30,28
PO45882,SUP8463,2015-10-09,94830.55,Pending,Prepaid,24
PO27673,SUP2842,2013-07-07,90740.55,Cancelled,Net 60,24
PO87829,SUP7965,2014-01-18,76813.44,Received,Net 30,21
PO62538,SUP6593,2003-11-07,81614.68,Pending,Net 60,6
PO81187,SUP5822,2013-12-28,52914.5,Pending,Prepaid,14
PO97519,SUP7965,2018-01-04,24447.04,Received,Prepaid,26
PO76759,SUP2122,2016-03-17,52877.13,Received,Prepaid,29
PO75793,SUP9506,2006-10-07,8373.77,Received,Prepaid,9
PO82270,SUP7450,2010-03-02,20358.68,Pending,Net 60,25
PO75795,SUP2144,2021-10-15,80855.12,Pending,Net 30,29
PO24907,SUP7304,2010-07-08,27332.51,Cancelled,Net 60,29
PO68596,SUP5193,2011-09-26,64038.66,Pending,Prepaid,15
PO73569,SUP7287,2011-10-14,57717.99,Received,Net 60,16
PO32630,SUP7737,2012-08-03,81853.47,Pending,Net 60,24
PO79253,SUP3110,2003-07-04,8810.89,Cancelled,Net 60,27
PO11064,SUP7646,2021-10-14,58574.68,Received,Prepaid,21
PO88840,SUP6508,2024-08-09,59331.9,Received,Net 60,26
PO26721,SUP4738,2024-01-24,58020.94,Pending,Net 60,25
PO12735,SUP2789,2016-03-12,99365.18,Received,Prepaid,25
PO13992,SUP8721,2014-08-04,23958.15,Pending,Net 60,28
PO88959,SUP7965,2024-11-19,67872.7,Pending,Net 30,21
PO38684,SUP7786,2009-06-05,49218.56,Pending,Net 60,10
PO84710,SUP9506,2017-06-13,74835.2,Cancelled,Net 30,13
PO67812,SUP4515,2006-07-17,17734.75,Pending,Net 60,15
PO35019,SUP8497,2021-11-26,79726.8,Received,Net 60,6
PO90424,SUP3650,2007-04-11,13042.79,Pending,Prepaid,8
PO34242,SUP2842,2003-11-26,93221.96,Received,Net 30,27
PO23109,SUP4515,2003-06-05,91010.56,Received,Net 30,30
PO22154,SUP8689,2013-12-23,81130.62,Pending,Net 30,8
PO85024,SUP3110,2017-08-07,35169.31,Pending,Net 30,17
PO38728,SUP3110,2016-11-25,53376.68,Cancelled,Net 30,26
PO22464,SUP7201,2006-08-20,31940.92,Pending,Prepaid,9
PO16085,SUP7450,2020-05-16,64142.53,Cancelled,Net 60,21
PO53937,SUP5822,2004-04-25,7897.15,Pending,Net 30,23
PO25207,SUP9768,2006-07-21,9394.58,Received,Net 30,12
PO86630,SUP1445,2003-02-11,10795.87,Pending,Prepaid,28
PO55441,SUP9332,2006-01-24,22264.95,Received,Prepaid,29
PO38727,SUP8689,2008-10-01,52791.96,Received,Net 30,29
PO55844,SUP5822,2007-02-13,73983.78,Pending,Prepaid,16
PO37048,SUP7737,2015-02-22,76776.22,Received,Net 30,15
PO23386,SUP7965,2019-06-20,46298.99,Received,Net 30,27
PO42520,SUP3110,2004-07-22,32755.63,Pending,Net 60,13
PO31575,SUP5370,2006-01-12,70544.97,Received,Net 60,28
PO33220,SUP9768,2021-08-24,651.92,Cancelled,Net 30,18
PO85161,SUP3492,2003-09-01,64231.49,Cancelled,Net 60,11
PO29294,SUP7786,2021-01-07,43072.71,Received,Net 60,19
PO85666,SUP5061,2012-02-24,17036.42,Cancelled,Prepaid,22
PO53262,SUP3704,2002-11-08,83442.64,Received,Net 60,11
PO94271,SUP7304,2024-08-12,89105.96,Cancelled,Prepaid,27
PO50980,SUP5370,2008-02-23,28270.29,Pending,Prepaid,8
PO46369,SUP4001,2024-10-28,69921.12,Cancelled,Prepaid,12
PO80786,SUP2317,2012-01-08,75996.31,Pending,Net 60,14
PO78213,SUP2122,2010-06-20,95546.84,Pending,Prepaid,27
PO11489,SUP7965,2020-01-22,30851.83,Pending,Net 60,14
PO78420,SUP6523,2003-02-24,81780.45,Pending,Net 60,23
PO34661,SUP8689,2013-03-06,74570.72,Pending,Net 30,12
PO49808,SUP7786,2012-12-10,62131.76,Pending,Net 30,18
PO11067,SUP3112,2008-02-23,80849.37,Pending,Prepaid,11
PO73442,SUP7304,2021-01-23,33404.62,Pending,Net 60,25
PO26119,SUP5804,2017-11-19,28409.23,Pending,Net 30,19
PO41375,SUP7849,2025-11-03,95629.73,Pending,Net 30,15
PO40995,SUP6593,2003-05-25,73087.46,Cancelled,Net 30,30
PO33818,SUP4515,2024-10-17,88604.23,Cancelled,Net 30,15
PO31187,SUP4001,2018-09-02,59075.32,Cancelled,Net 60,15
PO29842,SUP7287,2001-02-01,15976.26,Received,Prepaid,29
PO57095,SUP2317,2020-11-18,2296.23,Received,Prepaid,6
PO89352,SUP7786,2020-09-18,75373.83,Received,Prepaid,30
PO92325,SUP2275,2007-07-13,97839.2,Cancelled,Prepaid,10
PO46664,SUP3704,2017-07-11,75697.0,Cancelled,Net 60,28
PO61071,SUP9332,2002-03-19,10994.57,Received,Net 60,30
PO56326,SUP5061,2007-01-13,42042.61,Received,Net 30,30
PO97700,SUP8721,2025-08-09,4738.9,Received,Net 60,12
PO17490,SUP3112,2006-05-25,53986.62,Received,Net 30,10
PO42862,SUP2275,2020-04-12,70765.0,Received,Net 30,24
PO67259,SUP4738,2006-05-19,86592.77,Cancelled,Net 60,23
PO54886,SUP9768,2014-02-25,40798.88,Cancelled,Net 30,26
PO97293,SUP1888,2012-01-24,74502.69,Received,Net 30,17
PO76763,SUP8463,2003-06-17,92116.39,Cancelled,Prepaid,6
PO15104,SUP6593,2020-05-04,36672.9,Received,Net 30,25
PO31062,SUP5193,2011-01-11,33965.93,Cancelled,Net 60,26
PO98265,SUP2842,2013-09-28,62918.61,Pending,Net 30,30
PO95170,SUP3650,2018-09-06,13035.13,Received,Net 30,11
PO67367,SUP6660,2016-12-10,87239.66,Pending,Net 30,11
PO33507,SUP7450,2007-07-28,67572.29,Cancelled,Net 60,5
PO13769,SUP4738,2022-01-20,12558.06,Cancelled,Net 30,24
PO89257,SUP9506,2022-04-26,58036.49,Cancelled,Prepaid,27
PO92654,SUP8689,2024-01-16,46919.93,Pending,Net 60,12
PO22901,SUP1445,2013-01-09,25979.42,Pending,Prepaid,5
PO23155,SUP5061,2024-11-20,35333.01,Cancelled,Net 30,15
PO60953,SUP1888,2008-04-28,96605.76,Cancelled,Prepaid,16
PO17596,SUP3110,2018-07-23,43797.1,Received,Net 30,16
PO95826,SUP7786,2004-02-12,88000.69,Cancelled,Prepaid,17
PO80279,SUP8191,2008-06-13,83273.36,Pending,Net 30,6
PO13467,SUP9506,2001-10-23,21348.52,Pending,Net 30,10
PO98199,SUP2789,2004-11-13,69777.38,Pending,Net 60,23
PO80424,SUP6898,2005-03-14,7179.65,Received,Net 60,9
PO66846,SUP7849,2017-11-09,52250.5,Cancelled,Net 60,19
PO37009,SUP3650,2002-01-02,63684.24,Pending,Net 30,5
PO49339,SUP5822,2014-09-16,83973.41,Pending,Net 60,17
PO88192,SUP5061,2024-05-20,64803.77,Cancelled,Net 30,16
PO49470,SUP4281,2024-02-08,16451.74,Received,Net 30,8
PO88078,SUP3110,2016-10-20,97964.51,Pending,Net 30,25
PO26083,SUP7786,2025-01-06,95802.65,Received,Net 60,30
PO14547,SUP7287,2018-10-21,71304.83,Pending,Net 30,18
PO30736,SUP3112,2005-05-13,50515.05,Cancelled,Prepaid,8
PO82307,SUP4001,2019-08-26,57633.57,Cancelled,Net 60,18
PO38736,SUP7201,2016-01-08,61352.03,Cancelled,Prepaid,29
PO73494,SUP7965,2010-11-18,53510.82,Cancelled,Net 30,25
PO80096,SUP3492,2023-11-16,9656.7,Cancelled,Prepaid,6
PO91092,SUP5370,2003-10-10,93389.45,Pending,Prepaid,25
PO29156,SUP7965,2017-10-09,61133.16,Received,Prepaid,7
PO18493,SUP9332,2017-09-06,65753.39,Cancelled,Prepaid,21
PO85527,SUP9747,2013-01-15,43689.12,Cancelled,Prepaid,12
PO67986,SUP7304,2018-02-09,93592.66,Pending,Prepaid,25
PO96373,SUP2842,2009-07-12,19382.74,Received,Prepaid,29
PO74558,SUP8689,2007-06-16,2328.27,Received,Net 30,26
PO93025,SUP2789,2010-03-09,64304.18,Pending,Prepaid,20
PO83511,SUP4515,2000-12-11,42156.76,Cancelled,Net 30,14
PO12473,SUP9332,2023-12-23,28204.46,Pending,Net 60,16
PO23204,SUP9747,2021-08-19,55674.31,Cancelled,Net 30,15
PO90090,SUP7646,2024-08-27,57654.89,Received,Prepaid,20
PO75642,SUP5804,2003-04-25,51390.33,Received,Net 30,20
PO60047,SUP8191,2004-08-04,60845.78,Received,Net 60,14
PO89562,SUP2275,2000-02-04,94822.65,Received,Net 30,16
PO53263,SUP8689,2015-08-24,97190.52,Received,Net 30,17
PO62952,SUP5961,2012-03-14,67515.27,Received,Net 60,16
PO67917,SUP5370,2001-01-19,39941.94,Received,Prepaid,22
PO65666,SUP9332,2014-02-25,18063.96,Received,Prepaid,25
PO51506,SUP7287,2003-12-21,33772.89,Pending,Prepaid,25
PO39731,SUP2144,2023-11-08,30624.74,Cancelled,Net 30,30
PO17790,SUP4001,2018-10-26,10048.87,Cancelled,Net 60,13
PO42562,SUP4738,2004-06-07,48158.53,Cancelled,Prepaid,19
PO13331,SUP3650,2000-01-27,7886.26,Received,Net 30,21
PO63086,SUP5804,2013-04-08,78559.27,Received,Net 30,9
PO78332,SUP6508,2006-08-07,3647.27,Cancelled,Net 30,6
PO91173,SUP3704,2014-11-14,79657.64,Cancelled,Net 60,28
PO69024,SUP2122,2019-10-26,60743.19,Cancelled,Net 60,9
PO67013,SUP5804,2019-03-15,47393.87,Cancelled,Net 60,7
PO68223,SUP1888,2025-10-15,93696.82,Pending,Prepaid,6
PO28846,SUP3650,2016-05-27,89254.94,Cancelled,Net 30,17
PO64600,SUP2789,2013-03-22,73494.53,Cancelled,Net 30,18
PO57238,SUP7109,2016-10-23,15800.08,Received,Prepaid,13
PO85751,SUP6660,2019-10-18,51071.6,Received,Prepaid,28
PO84008,SUP7786,2002-09-25,94859.43,Cancelled,Net 60,10
PO61716,SUP5804,2024-09-10,13783.49,Pending,Net 60,17
PO15122,SUP2842,2001-06-27,29466.36,Pending,Net 60,6
PO31460,SUP8689,2000-03-11,11837.74,Cancelled,Net 60,13
PO67115,SUP2789,2000-09-02,32622.01,Received,Net 30,12
PO73061,SUP8689,2010-09-13,90712.84,Cancelled,Net 60,14
PO19489,SUP7965,2021-01-19,79705.67,Cancelled,Prepaid,16
PO53185,SUP5193,2012-03-25,35211.38,Pending,Net 60,15
PO24425,SUP3492,2002-02-17,21161.3,Pending,Net 30,10
PO79298,SUP7098,2003-02-26,17935.07,Received,Net 60,7
PO39691,SUP3492,2020-07-15,62524.49,Cancelled,Net 60,5
PO60252,SUP7849,2000-01-04,19961.36,Cancelled,Prepaid,21
PO95892,SUP8689,2003-09-08,70097.64,Pending,Prepaid,23
PO52990,SUP5822,2005-09-25,20122.19,Cancelled,Net 30,9
PO58554,SUP4001,2011-11-08,97039.72,Received,Prepaid,7
PO29826,SUP6593,2019-11-11,2739.97,Cancelled,Net 30,23
PO25889,SUP3112,2007-08-16,45442.98,Cancelled,Net 60,14
PO32571,SUP6593,2021-01-17,41363.97,Pending,Net 60,18
PO81370,SUP7646,2021-08-21,89294.3,Cancelled,Net 60,22
PO16504,SUP2317,2025-03-24,6740.73,Pending,Net 30,10
PO98194,SUP8191,2019-11-21,92412.82,Cancelled,Prepaid,27
PO53707,SUP6898,2021-06-23,31312.51,Received,Prepaid,20
PO13847,SUP9768,2010-12-14,73832.07,Pending,Net 60,10
PO88876,SUP9747,2012-03-23,95206.12,Received,Prepaid,13
PO98864,SUP1445,2004-03-25,28800.37,Cancelled,Net 30,12
PO54097,SUP9768,2022-02-18,16990.88,Cancelled,Net 60,18
PO53194,SUP3112,2006-08-25,8458.18,Pending,Prepaid,14
PO34729,SUP2317,2002-08-06,5687.35,Cancelled,Net 60,25
PO40482,SUP5961,2010-09-20,51630.79,Cancelled,Net 30,6
PO70736,SUP4887,2019-11-27,36241.4,Received,Net 30,30
PO42585,SUP4738,2010-01-28,74948.21,Pending,Net 60,26
PO99064,SUP2789,2020-04-26,71110.07,Received,Net 60,6
PO17735,SUP7304,2000-12-12,34141.85,Pending,Net 60,6
PO85162,SUP5961,2005-06-25,19169.23,Cancelled,Net 60,30
PO67404,SUP2842,2025-04-12,26266.46,Received,Net 30,21
PO49496,SUP2842,2018-10-06,50706.23,Received,Prepaid,6
PO74216,SUP5961,2024-07-08,96994.63,Received,Net 60,20
PO14235,SUP5822,2002-05-13,37443.14,Pending,Net 60,19
PO12967,SUP2842,2022-05-16,78726.24,Pending,Net 60,10
PO72411,SUP6898,2023-12-16,30360.9,Pending,Net 30,17
PO30062,SUP2789,2010-09-26,95827.78,Cancelled,Net 30,25
PO18925,SUP5061,2024-11-09,96004.56,Received,Net 30,7
PO22201,SUP6593,2018-01-17,46755.49,Cancelled,Prepaid,19
PO64578,SUP6523,2007-09-11,75956.37,Pending,Net 30,30
PO33702,SUP5822,2023-08-18,3361.83,Cancelled,Prepaid,7
PO82265,SUP4281,2024-06-20,28428.8,Pending,Net 60,20
PO71620,SUP3492,2008-05-09,90262.15,Cancelled,Prepaid,11
PO14712,SUP4001,2016-11-01,4228.59,Cancelled,Net 60,27
PO47485,SUP6660,2022-11-17,48550.3,Pending,Net 30,26
PO44975,SUP4738,2008-05-07,49086.34,Cancelled,Net 60,15
PO76068,SUP3650,2016-02-06,12826.95,Received,Prepaid,28
PO63997,SUP6660,2006-10-28,41334.7,Cancelled,Net 60,19
PO82981,SUP1445,2011-04-13,82184.55,Pending,Net 60,15
PO78855,SUP1888,2019-02-26,4926.16,Received,Net 30,25
PO27973,SUP6593,2014-08-04,88548.58,Received,Net 30,12
PO70007,SUP8191,2002-08-17,69641.8,Received,Prepaid,19
PO15328,SUP1445,2006-04-08,90055.69,Received,Prepaid,27
PO98209,SUP2789,2007-05-11,52931.11,Received,Net 60,26
PO71725,SUP3110,2012-08-22,84701.91,Cancelled,Net 30,30
PO58913,SUP7109,2016-02-19,17629.24,Received,Net 60,11
PO94333,SUP4001,2004-01-17,95019.38,Pending,Net 30,9
PO99358,SUP6508,2012-08-06,14820.25,Cancelled,Net 30,15
PO99014,SUP8497,2002-05-21,12173.11,Cancelled,Net 30,13
PO10515,SUP3110,2001-09-07,21480.75,Cancelled,Net 60,23
PO32561,SUP5061,2017-09-27,16908.1,Pending,Prepaid,19
PO64347,SUP2275,2000-10-07,12171.63,Pending,Net 60,17
PO75190,SUP7737,2023-09-03,55898.6,Received,Prepaid,13
PO77363,SUP6660,2022-01-11,36096.86,Received,Prepaid,6
PO52092,SUP7965,2015-03-05,35950.17,Received,Net 30,6
PO38247,SUP4297,2004-11-22,99328.81,Cancelled,Net 60,20
PO49637,SUP5370,2013-08-02,33144.74,Cancelled,Prepaid,10
PO22025,SUP2144,2024-05-13,22174.87,Pending,Prepaid,23
PO15449,SUP4887,2013-12-07,46243.0,Cancelled,Net 60,14
PO34253,SUP9768,2014-12-19,22709.88,Received,Net 60,14
PO61002,SUP9332,2009-08-03,25657.74,Received,Prepaid,24
PO54954,SUP8689,2021-12-23,56548.44,Received,Prepaid,29
PO66391,SUP6593,2007-10-19,1430.69,Cancelled,Net 60,27
PO47746,SUP5370,2005-03-27,7901.05,Cancelled,Net 60,9
PO24696,SUP9506,2011-05-03,39277.23,Received,Prepaid,26
PO44766,SUP2275,2012-01-17,83814.42,Received,Prepaid,16
PO61252,SUP5193,2011-10-11,32213.69,Received,Net 60,22
PO86481,SUP2144,2016-04-11,44623.22,Pending,Prepaid,17
PO89574,SUP9747,2025-06-21,62289.53,Pending,Net 60,17
PO80141,SUP7786,2020-04-13,16595.92,Cancelled,Prepaid,20
PO81511,SUP4281,2022-04-25,14953.17,Pending,Prepaid,5
PO89282,SUP7287,2024-01-18,79964.81,Cancelled,Prepaid,23
PO36706,SUP5961,2009-09-09,85246.68,Received,Net 30,21
PO36598,SUP4738,2022-05-14,14293.19,Received,Net 60,9
PO27040,SUP3492,2025-05-16,6696.54,Pending,Prepaid,30
PO21394,SUP1888,2003-11-16,22597.51,Cancelled,Net 60,20
PO43595,SUP6898,2004-10-25,98690.5,Received,Prepaid,22
PO18240,SUP8463,2013-06-28,24432.96,Received,Prepaid,17
PO36655,SUP2144,2003-09-15,86617.48,Cancelled,Net 60,26
PO10093,SUP6523,2025-10-09,54847.91,Received,Net 60,10
PO45823,SUP7737,2002-06-24,71672.33,Pending,Prepaid,26
PO34910,SUP4281,2004-09-05,3219.36,Pending,Prepaid,25
PO94993,SUP7304,2023-10-06,86086.04,Received,Net 60,21
PO62016,SUP5370,2003-10-05,37020.59,Pending,Net 30,28
PO63162,SUP3704,2014-11-04,95081.21,Received,Net 60,23
PO56600,SUP4515,2013-07-27,60889.58,Cancelled,Prepaid,16
PO35661,SUP3704,2021-05-24,43229.89,Received,Net 30,27
PO15764,SUP6898,2021-11-09,98849.98,Pending,Prepaid,30
PO24572,SUP6508,2008-03-10,93794.61,Pending,Prepaid,16
PO78263,SUP5822,2023-10-24,67286.13,Cancelled,Net 30,28
PO85921,SUP8463,2001-01-10,78037.12,Received,Net 60,6
PO78366,SUP4887,2013-11-22,44114.95,Pending,Net 60,18
PO49185,SUP3704,2020-05-15,73431.74,Cancelled,Net 60,21
PO29981,SUP4738,2019-10-26,779.06,Received,Net 30,5
PO78188,SUP4738,2013-09-12,95115.29,Cancelled,Net 30,23
PO10613,SUP3704,2015-04-19,72011.16,Cancelled,Prepaid,25
PO63365,SUP5370,2019-06-11,34538.77,Received,Prepaid,14
PO33208,SUP3704,2014-02-15,61044.89,Received,Prepaid,29
PO22555,SUP7109,2005-05-05,8016.38,Cancelled,Net 30,15
PO45500,SUP6523,2022-09-25,70879.22,Received,Net 30,30
PO96503,SUP3704,2023-11-21,75891.08,Cancelled,Prepaid,8
PO15058,SUP7965,2008-09-16,46036.07,Cancelled,Prepaid,30
PO38436,SUP5961,2003-12-20,31341.07,Received,Net 60,29
PO69453,SUP6593,2005-09-02,44682.78,Cancelled,Net 60,8
PO58008,SUP3704,2014-11-01,25429.24,Received,Prepaid,8
PO48618,SUP5061,2005-01-12,52515.42,Pending,Net 60,17
PO50652,SUP4281,2022-06-02,34432.14,Pending,Net 30,22
PO36918,SUP7737,2018-01-09,86254.61,Pending,Net 30,21
PO12668,SUP9768,2007-06-07,10577.41,Received,Prepaid,8
PO68709,SUP6523,2003-09-05,98329.87,Cancelled,Net 30,29
PO34200,SUP7109,2010-10-07,71855.7,Cancelled,Net 60,12
PO50577,SUP5804,2013-09-06,91093.71,Cancelled,Net 60,18
PO70538,SUP6508,2001-07-20,5300.63,Cancelled,Net 60,13
PO10897,SUP4281,2024-02-05,31297.47,Received,Net 60,28
PO74302,SUP4001,2012-10-12,59123.36,Pending,Prepaid,23
PO84249,SUP2122,2019-11-22,47065.26,Cancelled,Net 30,29
PO19461,SUP4887,2005-03-16,19083.1,Cancelled,Net 30,27
PO96736,SUP6898,2018-04-01,9249.48,Received,Prepaid,18
PO96459,SUP3704,2013-07-24,1999.76,Cancelled,Net 60,16
PO86678,SUP2275,2015-01-20,75925.14,Cancelled,Prepaid,29
PO93805,SUP7646,2015-07-20,28592.78,Cancelled,Prepaid,11
PO83309,SUP3112,2021-03-14,74281.9,Pending,Net 30,7
PO62356,SUP1445,2005-08-15,39752.1,Cancelled,Net 30,21
PO23476,SUP8463,2014-01-22,35766.82,Received,Net 30,30
PO53283,SUP5061,2015-12-06,16763.34,Cancelled,Net 30,21
PO33131,SUP8497,2021-03-12,23658.89,Cancelled,Prepaid,7
PO23874,SUP4738,2008-04-10,61333.9,Received,Net 60,5
PO60671,SUP3492,2016-12-08,96496.24,Received,Net 60,21
PO63813,SUP7201,2006-08-12,86518.91,Cancelled,Net 60,8
PO99646,SUP7737,2016-03-19,56252.67,Pending,Net 60,23
PO34767,SUP7786,2019-08-09,85006.74,Pending,Prepaid,17
PO89116,SUP1888,2010-05-27,84351.77,Received,Net 30,12
PO17716,SUP2317,2022-01-04,89353.87,Received,Net 30,18
PO99975,SUP2789,2022-10-14,54756.68,Cancelled,Net 30,13
PO30520,SUP4738,2001-04-06,32461.77,Pending,Net 60,11
PO46887,SUP7304,2015-08-27,16155.2,Received,Net 60,12
PO38382,SUP5193,2020-09-26,90943.09,Pending,Net 60,5
PO20171,SUP8497,2018-03-27,31528.44,Cancelled,Prepaid,7
PO92411,SUP1445,2002-04-01,77237.63,Received,Prepaid,30
PO91578,SUP8721,2017-05-24,2417.98,Received,Net 60,25
PO87584,SUP7849,2004-03-06,91988.06,Cancelled,Net 30,30
PO25562,SUP8191,2025-09-19,29653.74,Received,Net 30,19
PO10461,SUP8463,2010-09-25,22699.11,Received,Prepaid,20
PO82267,SUP7201,2015-09-23,31613.72,Pending,Net 30,7
PO54580,SUP1445,2014-11-12,79020.13,Pending,Prepaid,17
PO84792,SUP2842,2020-12-20,60481.98,Pending,Net 60,19
PO78377,SUP3492,2021-01-17,97031.28,Cancelled,Net 60,26
PO54679,SUP7786,2011-04-02,51158.84,Cancelled,Prepaid,8
PO75727,SUP7201,2017-04-10,18091.67,Cancelled,Net 60,10
PO10559,SUP2122,2022-07-25,90931.06,Pending,Net 60,6
PO11893,SUP5822,2014-01-22,21714.86,Pending,Net 30,25
PO78440,SUP5822,2002-05-07,24244.69,Cancelled,Net 60,15
PO69324,SUP7849,2002-08-24,2840.7,Received,Prepaid,7
PO61237,SUP5822,2004-03-25,87160.04,Received,Net 30,20
PO58894,SUP5193,2003-01-07,90814.09,Pending,Net 30,28
PO84160,SUP2144,2005-05-08,56697.73,Received,Net 60,14
PO54137,SUP4515,2007-08-17,31538.73,Pending,Net 30,14
PO49458,SUP5822,2001-09-28,31588.59,Cancelled,Net 30,29
PO33412,SUP7737,2008-12-16,98432.28,Cancelled,Net 30,5
PO72323,SUP9747,2018-08-22,90104.46,Pending,Prepaid,26
PO66814,SUP8191,2012-01-14,51940.9,Cancelled,Prepaid,23
PO27413,SUP3492,2004-04-11,51559.12,Cancelled,Prepaid,21
PO39273,SUP7201,2019-11-09,78297.47,Received,Prepaid,7
PO95959,SUP5193,2019-04-02,43038.06,Cancelled,Net 30,20
PO96655,SUP5822,2001-11-13,82969.08,Cancelled,Net 60,18
PO32440,SUP8721,2007-05-28,21173.06,Pending,Net 60,11
PO78673,SUP1888,2010-04-13,52340.84,Pending,Prepaid,14
PO22337,SUP7304,2021-06-06,31440.63,Pending,Net 60,29
PO30365,SUP6898,2001-07-08,79936.23,Pending,Prepaid,10
PO10183,SUP7304,2008-04-07,2801.24,Cancelled,Prepaid,21
PO61037,SUP5961,2004-06-17,60157.02,Cancelled,Net 30,28
PO50300,SUP4297,2021-07-24,94954.88,Received,Prepaid,9
PO37174,SUP3492,2008-11-23,13630.31,Cancelled,Prepaid,13
PO79822,SUP4001,2023-03-28,4048.59,Pending,Net 30,5
PO23232,SUP5061,2017-12-12,88300.76,Pending,Prepaid,6
PO27400,SUP7965,2014-02-03,68010.51,Received,Prepaid,22
PO15170,SUP1445,2025-06-24,62326.86,Cancelled,Net 30,25
PO41590,SUP7450,2000-02-23,42042.78,Pending,Net 60,9
PO90548,SUP1445,2006-06-19,48915.7,Received,Prepaid,23
PO14046,SUP3112,2009-11-13,71393.42,Pending,Prepaid,25
PO50442,SUP8689,2006-06-04,52264.25,Cancelled,Prepaid,10
PO44300,SUP5804,2000-05-16,83747.54,Pending,Net 60,11
PO58567,SUP4297,2013-05-24,34585.94,Pending,Net 30,23
PO60939,SUP7646,2007-12-23,50635.22,Pending,Prepaid,8
PO28837,SUP6593,2009-11-03,40461.32,Pending,Net 60,21
PO27567,SUP2275,2022-11-19,35120.77,Pending,Net 60,14
PO80511,SUP5804,2014-02-03,54715.8,Received,Net 60,17
PO94602,SUP7965,2009-09-01,82238.64,Pending,Net 30,28
PO22727,SUP1888,2004-09-27,4244.87,Cancelled,Net 30,24
PO78487,SUP5061,2008-04-19,72093.21,Received,Prepaid,24
PO60115,SUP5822,2010-10-19,67720.82,Cancelled,Net 60,8
PO11686,SUP9768,2000-05-23,89885.63,Received,Net 30,10
PO34764,SUP4001,2018-02-19,30654.06,Pending,Net 60,7
PO46233,SUP4887,2006-01-11,4975.3,Cancelled,Net 60,21
PO84862,SUP4297,2012-08-11,20214.45,Pending,Prepaid,18
PO85588,SUP8721,2012-09-18,91128.22,Cancelled,Net 60,28
PO18268,SUP4297,2012-01-01,20127.11,Pending,Net 60,19
PO78213,SUP6898,2011-12-19,54950.06,Cancelled,Net 30,12
PO34437,SUP8689,2014-10-02,59466.0,Received,Net 30,6
PO97884,SUP7646,2019-08-17,19908.42,Pending,Prepaid,7
PO43552,SUP3492,2009-02-25,1868.15,Pending,Net 60,9
PO97329,SUP1445,2001-02-21,29099.95,Cancelled,Prepaid,9
PO80794,SUP8463,2005-01-24,32711.25,Cancelled,Prepaid,26
PO92474,SUP7965,2024-05-14,69579.67,Cancelled,Net 60,10
PO14492,SUP3112,2002-05-06,80688.55,Pending,Net 60,28
PO62247,SUP3112,2024-07-28,88344.5,Received,Net 30,22
PO19792,SUP5822,2003-08-22,2971.03,Received,Prepaid,8
PO71507,SUP8689,2008-09-11,23291.45,Pending,Net 60,23
PO75904,SUP6508,2011-01-26,74855.9,Received,Net 30,8
PO75011,SUP5961,2023-09-07,31885.61,Cancelled,Prepaid,27
